,id,context,question,answers
55,DO15C1665,"Telefon mobil Cubot, R15, 16GB, 3G, Green  Ecran de 6.26"" Waterdrop. Forma unica a ecranului este inspirata de o picatura de apa. Ecranul are o ratie de 19:9 si acopera 90% din fata telefonului.  Android-ul 9.0 analizeaza frecventa cu care aplicatiile ruleaza pentru a optimiza consumul de energie, facand telefonul sa ruleze mai rapid. Procesor stabil de 14nmCubot R15 este echipat cu procesorul quad-core MT6580, 2 GB memorie RAM si 16 GB memorie interna, pentru a rula mai stabil. ",Ce procesor are telefonul Cubot?,"{'text': ['quad-core MT6580', 'MT6580'], 'answer_start': [397, 407]}"
56,ZF52O3132,"Realme 6s este echipat cu camera primara de 48MP. Rezolutia maxima este 8000x6000, astfel incat sa nu ratati nici macar un singur detaliu din imagine. Campul vizual este de 4 ori mai larg decat cel obisnuit. Indiferent daca doriti sa fotografiati peisaje magnifice, cladiri sau un grup de prieteni la petrecere, puteti pastra memoria cu o singura fotografie. Camera detine un senzor de lumina extrem de sensibil, un procesor de imagine avansat integrat si algoritmi optimizati, precum reducerea zgomotului cu mai multe cadre.",Ce fel de algoritmi are camera telefonului?,"{'text': [' reducerea zgomotului cu mai multe cadre', 'reducerea zgomotului'], 'answer_start': [484, 485]}"
57,PU45V7672,"Allview Soul X5 Pro, Dual SIM, 32GB, 4G, Black  Soul X5 Pro te proiecteaza intr-o lume in care poti sa fii exact asa cum iti doresti si te intelege.Datorita raportului vizual 19:9 si a ecranului mai inalt, afisajul vizual este incontestabil mai imbogatit, astfel, Soul X5 Pro ridica la superlativ experienta ta de vizualizare prin care vei depasi orice bariera. Mai mult, o lume plina de culori ti se va asterne in fata prin display-ul de 6.2 inch cu o rezolutie Full HD+.Privirea iti va fi captivata de design-ul desarvarsit cu curburi delicate.",Unde te proiecteaza telefonul?,"{'text': [' intr-o lume in care poti sa fii exact asa cum iti doresti ', 'in care poti sa fii exact asa cum iti doresti'], 'answer_start': [74, 87]}"
58,HW27U8228,"Telefon mobil Allview Soul X7 Style, Dual SIM, 64GB, 4G, Turcoaz  ` Design atragator, culoare uimitoare Liniile clasice, contururile rotunjite si culoarea moderna cu reflexii glossy verzi-albastrui, ii ofera un sentiment unic si ii surprind simturile prin senzatia placuta data de fiecare atingere. Largeste-ti orizontul. Bucura-te de o perspectiva clara. Afisajul mare de 6,217” cu Waterdrop te apropie de ceea ce conteaza cel mai mult si iti ofera imagini bine definite si culori naturale, indiferent de unghiul de vizualizare.",Cine ofera un sentiment unic?,"{'text': ['Liniile clasice, contururile rotunjite si culoarea moderna cu reflexii glossy verzi-albastrui', 'Allview Soul X7 Style'], 'answer_start': [104, 14]}"
59,YG33E1169,"Telefon mobil Huawei P30 Lite, Dual SIM, 64GB, 4GB RAM, 4G, Black. Bucura-te de o mai mare flexibilitate, cu spatiu pentru continutul sau fisierele pe care le folosesti zi de zi, cum ar fi muzica, fotografii, filmulete si aplicatii.  O Baterie Puternica. Nu lasa nicio baterie sa te tina din drum. Cu functia de Incarcare Rapida la 9V2A a HUAWEI, bateria5 puternica de 3.340 mAh se incarca mai rapid si rezista pentru mai mult timp – fara a interfera cu ritmul rapid al vietii tale. Uita-te la video-uri, joaca-te si navigheaza pe internet toata ziua",De ce te bucuri Huawei P30 Lite,"{'text': ['de o mai mare flexibilitate, cu spatiu pentru continutul sau fisierele pe care le folosesti zi de zi', 'Bucura-te de o mai mare flexibilitate'], 'answer_start': [77, 67]}"
60,OV58D8537,"Telefon mobil Cubot, J5, 16GB, 3G, Black  Ecran de 5.5 inch cu ratia de 18:9. Ecranul ocupa aproximativ 83% din telefon, lucru ce face ca vizionarea de videoclipuri sau navigarea pe internet sa fie mai placuta.  Android 9.0Telefonul este echipat cu ultima versiune de Android 9.0, pentru a-ti oferi un telefon care se misca mai precis si fara inatarziere. Datorita dimensiunii de 5.5"", ecranul curbat 2.5D si a marginilor rotunjite, telefonul este perfect pentru operarea cu o singura mana.","Ce ecran are Cubot, J5","{'text': ['de 5.5 inch cu ratia de 18:9', 'Ecran de 5.5 inch cu ratia de 18:9'], 'answer_start': [48, 42]}"
61,NG22X7767,"Telefon mobil Samsung Galaxy S10 LITE, Dual SIM, 128GB, 8GB RAM, 4G, White. Apropie-te la o distanta de pana la 4cm, pentru a descoperi cele mai fine detalii cu obiectivul macro si treci la obiectivul foto frontal, pentru a realiza selfie-uri bune de partajat, cu ajutorul camerei foto de 32MP.  Pixeli vibranti in fiecare filmare, zi sau noapteIn lumnina soarelui sau a lunii, toate fotografiile realizate folosind camera principala de inalta rezolutie, de 48MP, a S10 Lite, prind viata printr-o claritate stralucitoare a fiecarui pixel. ",Cati MP are camera principala de inalta rezolutie,"{'text': ['de 48MP', '48MP'], 'answer_start': [455, 458]}"
62,LI33P3434,"Telefon mobil Huawei P Smart (2019), Dual SIM, 64GB, 4G, Midnight Black. Mai mult spatiu pentru pastrarea continutului. Afisaj Dewprop de 6.21"". Culori uimitoare si imagini foarte clare, o calitate a imaginii superioara din toate punctele de vedere. Camera foto AI duala de 13 + 2 MP. Prezinta detalii intense si ofera un efect bokeh natural.  Culori multiple. Un tribut dedicat culorilor bogate din natura, fiind disponibile trei culori vibrante - negru/albastru aurora/albastru safir. ",Ce afisaj are Huawei P Smart (2019),"{'text': ['Afisaj Dewprop de 6.21""', 'Dewprop de 6.21""'], 'answer_start': [120, 127]}"
63,MB99I1454,"Telefon mobil Samsung Galaxy Note 10 Plus, 256GB, 12GB RAM, 5G, Aura Glow. Descopera urmatorul nivel de performanta. Galaxy Note10+ ofera o noua experienta mobila: calculator, consola de jocuri, studio de film si pen inteligent, intr-un singur dispozitiv. Otelul inoxidabil si sticla ultra-slefuita se imbina perfect intr-un design impresionant de subtire. Latime: 7.9 mm Infinity-O Display cinematografic. Cu un obiectiv frontal mic, display-ul Dynamic AMOLED este excelent in toate conditiile.",Ce memorie interna are Samsung Galaxy Note 10 Plus,"{'text': ['256GB', 'Samsung Galaxy Note 10 Plus, 256GB'], 'answer_start': [43, 14]}"
64,LE52L8735,Înghețarea la temperaturi cuprinse între -6 °C și -18 °C face ca alimentele să fie păstrate până la 3 luni,Care este temperatura optima de pastrare a alimentelor pentru cateva zile in frigider?,"{'text': [' între -6 °C și -18 °C', '-6 °C și -18 °C'], 'answer_start': [34, 41]}"
65,EH83V2197,"Înghețarea alimentelor la temperaturi între -18 °C și -35 °C, poate duce la conservarea acestora până la un an.",Care este temperatura optima pentru pastrarea alimentelor congelate timp de 1 luna?,"{'text': ['între -18 °C și -35', '-18 °C și -35 °C'], 'answer_start': [38, 44]}"
66,JY22T3130,"Burlanul este un tub cu pereți subțiri, confecționat din tinichea (foaie de metal), fontă, beton sau material plastic.[1]
Tot din burlane se confecționează legătura dintresobeșicoșurile de fumla care acestea se racordează. În mediul industrial din burlane se confecționează conducte cu diferite utilizări.[",Cum poate fi denumit un tub cu pereti subtiri ca parte omponenta a unei hote?,"{'text': ['Burlanul', 'Burlanul este un tub cu pereți subțiri'], 'answer_start': [0, 0]}"
67,TR42M2759,"Gazul natural este un amestec puternic inflamabil, de regulă insipid și inodor (din care cauză pentru odorizare se adaugă gazuluimercaptancu scopul de a ușura detectarea scurgerilor) cu o temperatură de aprindere de circa 600°C. Este ungazmai ușor ca aerul;",Ce temperatura este necesara penru aprinderea gazului?,"{'text': ['circa 600°C', '600°C'], 'answer_start': [216, 222]}"
68,JV62G4787,"Uscarea gazului reprezintă procesul de înlăturare a vaporilor de apă, care face parte din metodele de pregătire a gazului înainte de utilizare. Îndepărtarea apei din gaz este importantă, deoarece prin uscarea gazului se înlătură posibilitatea formării cristalohidraților. Aceștia sunt impurități solide care blochează conductele și dăunează armăturilor. Gradul de uscare al gazului se stabilește astfel încât cristalohidrații să se formeze doar sub -8°C .",Ce presupune mai exact procedeul de uscarea a gazului inainte de a fi utilizat?,"{'text': ['procesul de înlăturare a vaporilor de apă', 'Uscarea gazului reprezintă procesul de înlăturare a vaporilor de apă'], 'answer_start': [27, 0]}"
69,XT45D7720,"Inoxul nu este rezistent numai la umiditate și cei mai mulți acizi, ci se caracterizează și prin duritate, rezistență mare la căldură și frig și proprietățile igienice. Pe suprafață netedă și fără pori murdăria și grăsimile pot fi spălate foarte ușor. Zgârieturile și crăpăturile pe capace își pierd după scurt timp contururile dure și se adaptează suprafeței.",pe ce suprafete din otel inoxidabil murdaria se curata foarte usor?,"{'text': ['netedă și fără pori', 'suprafață netedă și fără pori'], 'answer_start': [182, 172]}"
70,TR19D3660,"Androideste cel mai popular sistem de operare mobil. Acest sistem de operare a fost sub licențăApache, iar din 21 octombrie 2008,Googlea deschis întregulcod sursăfiind disponibil caOpen Source. iOS este bazat pe Unix, disponibil pe produse Apple: Iphone, iPad, iPod și Apple TV",Care este cel mai popular sistem de operare mobil?,"{'text': ['Android', 'Androideste cel mai popular sistem de operare mobil'], 'answer_start': [0, 0]}"
71,FE40T4268,"Un manometru care măsoară presiuni sub presiunea atmosferică se numește de obicei manometru de vid. Presiunea atmosferică într-un punct descrește cu altitudinea. Există variații ale presiunii atmosferice de la o zi la alta, deoarece atmosfera nu este statică. Coloana de mercur din barometru va avea o înălțime de aproximativ 76cm de mercur la 0 grade Celsius, în câmp gravitațional normal (standard), g=9,80665m/s², se numește „o atmosferă” (1 atm).",Ce dimensiune are coloana de mercur din barometru la 0 grade Celsius?,"{'text': ['aproximativ 76cm', '76cm'], 'answer_start': [314, 326]}"
72,EO32A4925,"Cărțile electronice sunt cărți virtuale. Multe din aparatelee-readerse pot folosi la afișarea nu numai a cărților electronice, dar și pentru gazete, ziare, reviste, chiar pagini web ș.a.m.d., în general pentru toate materialele scrise.În ultimii ani și tehnologia acumulatorilor a progresat mult, astfel încât funcționarea este asigurată pentru ore în șir cu o singură încărcare.",Ce tip de carti sunt cartile electronice?,"{'text': ['cărți virtuale', 'Cărțile electronice'], 'answer_start': [25, 0]}"
73,JB93N8687,"Dispozitivele de înregistrare magneto-optice scriu și citesc datele optic. La scriere, mediul magnetic este încălzit local de un laser, care induce o creștere rapidă a câmpului coercitiv. Apoi, un câmp magnetic de amplitudine mică poate fi folosit pentru a schimba magnetizarea. Procesul de citire se bazează peefectul Kerr magneto-optic.",Care este rolul dispozitivelor de inregistrare magneto-optice?,"{'text': ['scriu și citesc datele optic.', 'Dispozitivele de înregistrare magneto-optice scriu și citesc datele optic'], 'answer_start': [45, 0]}"
74,HN60X9115,"Cel mai folosit material conductor estecuprul, datoritărezistivitățiireduse și proprietăților mecanice. Un alt material folosit estealuminiul, care este mai ieftin, însă are proprietăți mecanice mai proaste decât cuprul (supus unei presiuni de contact se deformează în timp) și are ~63% din conductivitatea electrică a cuprului.Cuprul are cea mai mică rezistivitate electrică după argint",care este cel mai utilizat material conductor?,"{'text': ['cuprul', 'Cuprul'], 'answer_start': [39, 328]}"
75,RZ37T1518,"Anionuleste unionmonoatomic(de exempluCl-,Br-,I-, etc) sau poliatomic (SO42-) ce poartă una sau mai multe sarcini electrice negative. Există mai multe tipuri de anioni, printre care cei mono, bi și polivalenți.Sub acțiunea curentului electric, anionii se orientează spre polul pozitiv (anod), de unde provine și denumirea lor.
",Ce tipuri de anioni pot exista?,"{'text': ['mono, bi și polivalenți.', 'Există mai multe tipuri de anioni, printre care cei mono, bi și polivalenți'], 'answer_start': [186, 134]}"
76,ZM28O2277,"Instrumentele de percuție pot fi activate cu mâna sau cu baghete (bețe).
Spre deosebire de instrumentele cu coarde sau de suflat, pentru care oscilația (coardei sau a coloanei de aer, respectiv) este uni-dimensională, în cazul instrumentelor de percuție vibrația este a unei suprafețe (membrane) sau a unui volum (în cazul instrumentelor idiofone). Din acest motiv, pentru instrumentele cu un ton definit, frecvențele armonicelor produse pentru fiecare sunet nu sunt multipli ai frecvenței fundamentale.",Cum se activeaza instrumentele cu percutie?,"{'text': ['cu mâna sau cu baghete (bețe).', 'Instrumentele de percuție pot fi activate cu mâna sau cu baghete'], 'answer_start': [42, 0]}"
77,RO59F7312,"Unciocan rotopercutor, sau simplurotopercutor, este o mașină-unealtă cuburghiucare acționează și printr-o succesiune repetată de lovituri.Ciocanul rotopercutor are trei moduri de lucru: ciocan perforator, găurire prin sfredelire și combinația dintre cele două: ciocan perforator + sfredelire. Atunci când rotopercutorul e folosit în modul de ciocan perforator pur, el funcționează asemenea unui pichamăr.",Ce moduri de lucru are ciocanul toropercutor?,"{'text': ['ciocan perforator, găurire prin sfredelire și combinația dintre cele două: ciocan perforator + sfredelire.', 'Ciocanul rotopercutor are trei moduri de lucru: ciocan perforator, găurire prin sfredelire și combinația dintre cele două'], 'answer_start': [186, 138]}"
78,HW34H1770,"Rigla de calcul este alcătuită dintr-o riglă fixă pe care se marchează două scări logaritmice, dintr-o riglă mobilă (rigletă) care culisează într-un șanț al riglei fixe, având și acesta două scări logaritmice și dintr-un cursor cu 1 - 3 fire reticulare care ușurează aprecierea fracțiunilor de diviziuni. Principiul de funcționare se bazează pe folosirea segmentelor proporționale cu logaritmii numerelor de la 1 la 10, sau cu logaritmii unor funcții transcendente, care fiind marcați pe scări paralele, permit înlocuirea anumitor operații prin adunare sau scădere de segmente.",Din ce este alcatuita o rigla de calcul?,"{'text': ['dintr-o riglă fixă pe care se marchează două scări logaritmice, dintr-o riglă mobilă (rigletă) care culisează într-un șanț al riglei fixe,', 'Rigla de calcul este alcătuită dintr-o riglă fixă pe care se marchează două scări logaritmice'], 'answer_start': [31, 0]}"
79,AT23W6893,"Scara de duritate Mohspermite evaluareaduritățiirelative a unor materiale, cu precădere anemetalelor. Ea se bazează pe capacitatea unui material de a fi zgâriat sau de a zgâria alt material. De exemplu, duritatea unei unghii umane este de 2,5. Aurul și argintul în stare pură au duritatea între 2,5 și 3. Monedele de cupru au duritatea 3, lamele de cuțit - 5,5, sticla 6-7 etc",Ce duritate au aurul si argintul in stare pura?,"{'text': ['între 2,5 și 3', 'Aurul și argintul în stare pură au duritatea între 2,5 și 3'], 'answer_start': [289, 244]}"
80,UK99F5474,"Prelucrarea prin rectificare are loc în mai multe treceri ale discului abraziv, iar la fiecare trecere, acesta detașează un strat subțire de material (0,001...0,05 mm) pe care îl transformă în așchii microscopice (microașchii). Cu cât granulația sculei abrazive este mai fină, cu atât dimensiunile așchiilor și deci înălțimile rugozității suprafeței sunt mai reduse, obținându-se suprafețe cu parametrul derugozitateRa= 0,2...0,8 μm.",Cum se desfasoare prelucrarea prin rectificare?,"{'text': ['Prelucrarea prin rectificare are loc în mai multe treceri ale discului abraziv, iar la fiecare trecere, acesta detașează un strat subțire de material (0,001...0,05 mm) pe care îl transformă în așchii microscopice (microașchii).', 'Prelucrarea prin rectificare are loc în mai multe treceri ale discului abraziv, iar la fiecare trecere, acesta detașează un strat subțire de material'], 'answer_start': [0, 0]}"
81,IT42L2128,"Comportarea corpurilor (sculelor) abrazive depinde direct de caracteristicile acestora și alegerea lor corectă. Un corp abraziv este constituit dintr-o matrice de granule abrazive mari, presate și legate cu ajutorul unui liant, pentru a forma o sculă abrazivă cu diferite profiluri, secțiuni transversale și dimensiuni. Elementul activ în corpul abraziv este granula abrazivă, liantul nu are o acțiune directă în prelucrarea suprafețelor, ci are numai rolul de legare a granulelor.",Care este elementul activ dintrun corp abraziv?,"{'text': ['granula abrazivă', 'Elementul activ în corpul abraziv este granula'], 'answer_start': [359, 320]}"
82,ZY41D7630,"Procedeul SEI (Sudarea cu Electrod Învelit). Piesa ce urmează să fie sudată este conectată la polul masă al sursei de tensiune. Prin apropierea electrodului de piesa legată la masă, se închide circuitul electric prin intermediul unei scântei. Intensitatea curentului este reglabilă și este cea care determină cât de tare va fi pătruns materialul de sudat. La acest procedeu materialul de adaos folosit este furnizat de către electrodul de sudare. ",Cum este amplasata piesa ce urmeaz sa fie sudata?,"{'text': ['este conectată la polul masă al sursei de tensiune.', 'Piesa ce urmează să fie sudată este conectată la polul masă al sursei de tensiune'], 'answer_start': [76, 45]}"
83,DB27N4310,"Procedeul de sudare cu flacără oxiacetilenică. Sursa de căldură este o flacără oxi-gaz. Uzual, cele două gaze sunt acetilena și oxigenul. Acetilena este obținută din reacția a doi constituenți chimici: carbidul și apa și se poate produce in-situ, în generatoare, sau livrată în butelii. Acetilena este un material inflamabil, cu viteză ridicată de ardere.Temperatura ridicată a flăcării este asigurată de arderea cu oxigen.",Cum este obtinuta acetilena?,"{'text': ['din reacția a doi constituenți chimici: carbidul și apa și se poate produce in-situ, în generatoare, sau livrată în butelii.', 'Acetilena este obținută din reacția a doi constituenți chimici: carbidul și apa'], 'answer_start': [162, 138]}"
84,IR16H4429,Generatorul electriceste un dispozitiv care transformăenergia mecanicăînenergie electrică. Transformarea din energia electrică în energie mecanică este făcută deelectromotoare. Între generatorul electric și electromotor nu sunt mari diferențe de principiu. Motorul electric trifazat este cel mai răspândit motor electric de curent alternativ.,Care este cel mai utilizat motor electric de curent alternativ?,"{'text': ['Motorul electric trifazat este cel mai răspândit motor electric de curent alternativ.', 'Motorul electric trifazat'], 'answer_start': [257, 257]}"
85,TB41E5477,"Indiferent de tipul motorului, acesta este construit din două părți componente:statorșirotor. Între stator și rotor există o porțiune de aer numită întrefier ce permite mișcarea rotorului față de stator. Grosimea întrefierului este un indicator important al performanțelor motorului.",Care sunt partile componente ale unui motor electric?,"{'text': ['statorșirotor', 'stator și rotor'], 'answer_start': [79, 100]}"
86,CF67I8894,"Motoarele electrice pot fi clasificatedupă tipul curentului electric ce le parcurge: motoare de curent continuu și motoare de curent alternativ. În funcție de numărul fazelor curentului cu care funcționează, motoarele electrice pot fi motoare monofazate sau motoare polifazate (cu mai multe faze).",De cate tipuri pot fi motoarele eclectrice din punct de vedere al numărului fazelor curentului?,"{'text': ['În funcție de numărul fazelor curentului cu care funcționează, motoarele electrice pot fi motoare monofazate sau motoare polifazate (cu mai multe faze).', 'În funcție de numărul fazelor curentului cu care funcționează, motoarele electrice pot fi motoare monofazate sau motoare polifazate'], 'answer_start': [145, 145]}"
87,WX12O4591,"Rotirea acestui tip de rotor se va face practic din pol în pol, de unde și denumirea sa de motor pas cu pas. Comanda motorului se face electronic și se pot obține deplasări ale motorului bine cunoscute în funcție de programul de comandă. Motoarele pas cu pas se folosesc acolo unde este necesară precizie ridicată (hard disc, copiatoare).",Ce dispozitive au in componenta sa motor pas cu pas?,"{'text': ['hard disc, copiatoare', 'Motoarele pas cu pas se folosesc acolo unde este necesară precizie ridicată'], 'answer_start': [315, 238]}"
88,PK68W3597,"acustica studiază interacțiunea sunetului cu materialele, propagarea în spațiu, precum și percepția sunetului și efectele asupra oamenilor și animalelor. Acustica este un domeniu de cercetare și aplicație interdisciplinar, bazat pe diferite discipline, cafizica,psihologia,fiziologia, tehnica transmisiei de informații, știința materialelor etc. Sunetul se propagă diferit în diverse medii, acestea influențând viteza de propagare și spectrulfrecvențelor.",Ce disipline intervin in studierea acusticii?,"{'text': ['Acustica este un domeniu de cercetare și aplicație interdisciplinar, bazat pe diferite discipline, cafizica,psihologia,fiziologia, tehnica transmisiei de informații, știința materialelor etc', 'Acustica este un domeniu de cercetare și aplicație interdisciplinar, bazat pe diferite discipline'], 'answer_start': [154, 154]}"
89,ZW19S5137,"Aburul, cupresiuneșitemperaturăridicată este destins înpaletele statorului, numite șiajutaje, până la o presiune mai mică.Energiaaburului, caracterizată prinentalpieeste transformată înenergie cinetică. Aburului cuvitezămare i se schimbă direcția de curgere cu ajutorul unorpalete, rezultând oforțăcare acționează asupra paletelor, forță care creează unmomentasupra rotorului. ",Care este traiectoria aburului odata eliberat?,"{'text': ['Aburului cuvitezămare i se schimbă direcția de curgere cu ajutorul unorpalete, rezultând oforțăcare acționează asupra paletelor, forță care creează unmomentasupra rotorului.', 'Aburului cuvitezămare i se schimbă direcția de curgere'], 'answer_start': [203, 203]}"
90,HW48H5536,"Cusătura pentru butonieră festonată.Cusătura festonată se formează prin incrucișarea firului la orificiul butonierei tăiate, în urma careia rezultă un rând de noduri, care protejează marginea țesăturii împotriva frecării. Se execută pentru a întări butoniera împotriva uzurii prin frecare.
",In ce cosnta cusatura festonata?,"{'text': ['Cusătura festonată se formează prin incrucișarea firului la orificiul butonierei tăiate, în urma careia rezultă un rând de noduri, care protejează marginea țesăturii împotriva frecării.', 'Cusătura festonată se formează prin incrucișarea firului la orificiul butonierei tăiate, în urma careia rezultă un rând de noduri'], 'answer_start': [36, 36]}"
91,WS37V6034,"La temperatură constantă, într-un sistem închis parțial umplut cu lichid se realizează în mod spontan o stare de echilibru între faza lichidă și cea gazoasă. În starea de echilibru, numărul de molecule ce sevaporizeazăeste egal cu numărul de molecule ce selichefiază. Vaporii aflați în echilibru de fază cu lichidul se numescvapori saturați, presiunea de vapori atingând în acest caz valoarea sa maximă{\displaystyle P_{m}}{\displaystyle P_{m}}, numită presiune de saturație a vaporilor.",Cand se formeaza starea de echilibru între faza lichidă și cea gazoasă?,"{'text': ['La temperatură constantă, într-un sistem închis parțial umplut cu lichid se realizează în mod spontan o stare de echilibru între faza lichidă și cea gazoasă.', 'În starea de echilibru, numărul de molecule ce sevaporizeazăeste egal cu numărul de molecule ce selichefiază'], 'answer_start': [0, 158]}"
92,YQ36P4137,"Prafuleste materialul format dinparticulesolide foarte fine, provenite din fărâmițarea naturală ascoarței terestre, a unorcorpuri solide, din uneleprocese biologiceale viețuitoarelor. Praful se găsește peste tot.Praful provine din zone aride, adică din regiuni unde vânturile bat cu viteze mari și au puterea de a toci și roade majoritatea compușilor minerali.Praful conține mai multe elemente, printre care resturi de piele umană, bacterii și resturi de animale moarte.

",De unde provine praful?,"{'text': ['din zone aride', 'Praful provine din zone aride'], 'answer_start': [227, 212]}"
93,XU72L8415,"Neonul este al doilea cel mai ușorgaz nobil. Strălucește roșu-oranj într-un tub de descărcare vidat. Conform studiilor recente, neonul este cel mai puțin reactivgaz nobildeci și cel mai puțin reactiv dintre toate elementele. Are de peste 40 de ori capacitatea refrigerentă aheliuluilichid și de trei ori cea ahidrogenuluilichid. În majoritatea aplicațiilor este un refrigerent mai ieftin decât heliul.",Ce culoare are neonul intr-un tub de descarcare vidat?,"{'text': ['Strălucește roșu-oranj într-un tub de descărcare vidat.', 'Strălucește roșu-oranj'], 'answer_start': [45, 45]}"
94,NM73Q9293,"Sarcina electricăsaucantitatea de electricitateeste omărime fizicăce exprimă din punct de vedere macroscopic o proprietate fundamentală a materiei care determină acesteia interacțiile princâmp electromagnetic. Există două tipuri de sarcină electrică, pozitive și negative, determinate de particule subatomice.Materiaîncărcată electric este influențată decâmpul electric, și în același timp produce câmp electric.",Cate tipuri de sarcina pot fi intalnite?,"{'text': ['Există două tipuri de sarcină electrică, pozitive și negative, determinate de particule subatomice.', 'Există două tipuri de sarcină electrică'], 'answer_start': [210, 210]}"
95,YX77H7114,"Tranzistoare de mică putere. Sunt tranzistoare incapsulate in plastic sau metal și nu sunt destinate montării pe radiator. Rezistenta termică joncțiune capsulă, la aceste tranzistoare este mai mare decât 15°C/W. 2.Tranzistoare de putere. Sunt tranzistoare incapsulate în plastic sau metal și sânt destinate pentru montarea pe radiator. Rezistența termică joncțiune-capsulă la aceste tranzistoare este mai mica de 15°C/W.",Ce tranzistoare pot fi montate pe radiator?,"{'text': ['Tranzistoare de putere. Sunt tranzistoare incapsulate în plastic sau metal și sânt destinate pentru montarea pe radiator.', 'Tranzistoare de putere'], 'answer_start': [214, 214]}"
96,NG25C5237,"Există două tipuri de microcontrolere ale tastaturii care comunică cu sistemul - unul pe placa de bază a calculatorului(controler integrat), și unul care este situat în interiorul tastaturii. Comunicarea cu microcontrolerul de pe placa de bază se efectuează prin portul 64h. Citirea octeților (byte) relevă starea controlerului. Scrierea pe acest bit trimite controlerului integrat o comandă.",Care sunt tipurile de microcontroale are o tastatura?,"{'text': ['unul pe placa de bază a calculatorului(controler integrat), și unul care este situat în interiorul tastaturii.', 'Există două tipuri de microcontrolere ale tastaturii'], 'answer_start': [81, 0]}"
97,HQ36W3836,"Există două tipuri de microcontrolere ale tastaturii care comunică cu sistemul - unul pe placa de bază a calculatorului(controler integrat), și unul care este situat în interiorul tastaturii. Comunicarea cu microcontrolerul de pe placa de bază se efectuează prin portul 64h. Citirea octeților (byte) relevă starea controlerului. Scrierea pe acest bit trimite controlerului integrat o comandă.",Cum se efectueaza comunicarea cu microcontrolerul de pe placa de bază?,"{'text': ['prin portul 64h', 'Comunicarea cu microcontrolerul de pe placa de bază se efectuează prin portul 64h'], 'answer_start': [258, 192]}"
98,EV30N7121,"Microprocesorul(prescurtat:CPU) este unitatea centrală de prelucrare care efectuează principalele operații matematice în sistem binar și este conectat la placa de bază prin intermediul unui soclu care face legătura între pinii terminali ai microprocesorului și pinii terminali ai plăcii de bază, totodată realizându-se și o fixare mecanică a microprocesorului.",Cum este conectat la placa de baza?,"{'text': ['prin intermediul unui soclu care face legătura între pinii terminali ai microprocesorului și pinii terminali ai plăcii de bază, totodată realizându-se și o fixare mecanică a microprocesorului.', 'prin intermediul unui soclu'], 'answer_start': [168, 168]}"
99,OU84S9024,"Modulele memoriei SDRAM au o arhitectură cu 2 sau 4 bancuri pe modul, ceea ce face posibil ca un banc să fie preîncărcat, în timp ce altele sunt citite sau scrise. Acest lucru permite ca diferite linii din fiecare banc să fie accesate simultan. Cele mai utilizate module SDRAM au 4 linii de ceas, ceea ce duce la obținerea unor timpi mai reduși de creștere și descreștere a tensiunilor.",Care este procedeul de functionare al modulelor memoriei SDRAM?,"{'text': ['Modulele memoriei SDRAM au o arhitectură cu 2 sau 4 bancuri pe modul, ceea ce face posibil ca un banc să fie preîncărcat, în timp ce altele sunt citite sau scrise.', 'Modulele memoriei SDRAM au o arhitectură cu 2 sau 4 bancuri pe modul'], 'answer_start': [0, 0]}"
100,RJ28B4523,"Circuitul integrat este un dispozitiv electronic alcătuit din mai multe componente electrice și electronice interconectate, pasive și active, situate pe o plăcuță de material semiconductor (făcută de exemplu dinsiliciu), dispozitiv care în cele mai multe cazuri este încapsulat într-o capsulă etanșă prevăzută cu elemente de conexiune electrică spre exterior, numite terminale sau pini („piciorușe”). Circuitele integrate sunt folosite în toate echipamentele electronice din zilele noastre și au revoluționat lumea electronicelor.",Ce este un circuit integrat?,"{'text': ['Circuitul integrat este un dispozitiv electronic alcătuit din mai multe componente electrice și electronice interconectate, pasive și active, situate pe o plăcuță de material semiconductor (făcută de exemplu dinsiliciu)', 'Circuitul integrat este un dispozitiv electronic alcătuit din mai multe componente electrice și electronice interconectate, pasive și active'], 'answer_start': [0, 0]}"
101,DG19X6372,"La discurile dure din calculatoarele personale portabile (notebook etc.) un consum de curent (energie) redus înseamnă o durată de funcționare mai mare până la reîncărcarea acumulatoarelor, deci un avantaj important.Timpii de acces variază ȋn prezent ȋncepând de la sub 2 ms (milisecunde) pentru unitățile de HDD de server, la 15 ms pentru unitățile de HDD ȋn miniatură și ȋn jur de 9 ms pentru unitățile de HDD tipice dedesktop.",Care sunt timpii de acces pentru un hard disk in miniatura?,"{'text': ['15 ms', '9 ms'], 'answer_start': [326, 382]}"
102,WB77A2982,"Conectorii se găsesc pe cabluri și adaptoare, iar porturile se găsesc pe dispozitive gazdă și adaptoare.Conectorii și cablurile USB-C sunt folosiți pentru conectarea dispozitivelor periferice, înlocuind diverși conectori USB-B și USB-A, inclusiv HDMI, DisplayPort și audio de 3,5 mm. Cablurile sunt cu două mufe de tip C la ambele capete.
",Ce intrebuintari au conectorii și cablurile USB-C?,"{'text': ['sunt folosiți pentru conectarea dispozitivelor periferice', 'Conectorii și cablurile USB-C sunt folosiți pentru conectarea dispozitivelor periferice'], 'answer_start': [134, 104]}"
