,id,context,question,answers
302,XU52FZ4831,"Capacitate de racire de 12000 BTU, recomandata pentru camere de 20-30 mp.Telecomanda Usor de utilizat telecomanda pentru a activa toate functiile si pentru a obtine cele mai bune de la aparatul de aer conditionat.Filtrul de carbon absoarbe alergenii care se suspenda in aer, precum polenul, praful, mirosul animalelor de companie, fumul de tutun si mucegaiul.

",Care sunt alergenii care nu sunt absorbiți de către filtrul de carbon?,"{'text': ['polenul, praful, mirosul animalelor de companie, fumul de tutun si mucegaiul'], 'answer_start': [283]}"
303,IS46VN2313,"Dotat cu agentul frigorific de generatie viitoare R32, aparatul de aer conditionat Star-Light surclaseaza cu succes aparatele traditionale, avand un impact redus asupra mediului inconjurator, un lucru foarte important daca ne raportam la pericolul incalzirii globale. Agentul de racire R32 este un agent frigorific nou, ce reprezinta doar o treime din pericolul incalzirii globale cauzat de refrigerantii traditionali.",Care este agentul frigorific inclus în dispozitivele tradiționale?,"{'text': ['R32'], 'answer_start': [51]}"
304,BM85IJ3680,"Potrivit normelor Uniunii Europene, pana in anul 2025, folosirea aparatelor cu agent de racire traditional (cele cu freon) va fi interzisa, recomandate fiind cele cu agentul R32, un gaz ce reuseste cu succes sa protejeze mediul inconjurator si sa reduca in acelasi timp consumul de energie electrica al instalatiilor de racire.",În ce an s-a decis folosirea aparatelor cu freon maxim până în 2025?,"{'text': ['2025'], 'answer_start': [50]}"
305,RK84JB3974,"CEL MAI MARE producator mondial de aparate de aer conditionat, compania chineza Gree, propune Bora A4 Silver - o gama de unitati proiectate sa furnizeze climatul optim pentru tine, gratie unor tehnologii avansate precum filtrul Silver Ion sau functia ""I feel"".",Care este cel mai mic producător de aparate de aer condiționat?,"{'text': ['Gree'], 'answer_start': [81]}"
306,FX50BK9883,"Aparatul de aer conditionat LG incepe rapid racirea aerului, utilizand gama de racire la viteza mare cu tehnologie Smart Inverter de la LG, astfel ca sufla aerul pe distante mai mari, iar spatiile se racesc mai rapid.	",Care este tehnologia care asigură suflarea aerului pe distanțe mici?,"{'text': ['tehnologie Smart Inverter '], 'answer_start': [105]}"
307,NS91FW6717,"Aparatul are un nivel sonor de 50dB, suficient de mic astfel incat sa te poti relaxa, dormi sau desfasura in tihna activitatea din interiorul locuintei fara a fi deranjat de un nivel sonor prea mare.Functia Turbo creste puterea aparatului pentru o perioada limitata de timp, astfel incat racirea sau incalzirea locuintei sa se realizeze mai rapid.	",Care este valorea nivelului sonor care împiedică posibilitatea de a dormi?,"{'text': ['50dB'], 'answer_start': [32]}"
308,UF37KW9966,"Design-ul deosebit al panelului aduce un plus de eleganta in casa dumneavoastra.Panelul fotosenzitiv regleaza automat afisajul si sunetul displayului. Atfel, atunci cand se stinge lumina in camera, afisajul se intuneca incet, dupa 5s viteza ventilatorului scade si este oprit orice sunet. Revine la normal atunci cand se lumineaza din nou camera",După ce perioadă crește viteza ventilatorului?,"{'text': ['5s '], 'answer_start': [232]}"
309,TC50MR7263,"Capacitatea de racire a aparatului de aer conditionat Daewoo este de 12000 BTU. Suprafata incaperii in care va fi pozitionat aparatul decide si necesarul de BTU, desi sunt si alti factori precum orientarea camerei, geamurile, nivelul de izolatie al imobilului sau tipul de acoperis. Insa de cele mai multe ori, un aparat de aer conditionat cu 12000 BTU este potrivit pentru o locuinta de 24-35 mp sau birouri de 20-30 mp.",Care sunt aparatele de aer condiționat potrivite pentru o locuință de peste 50mp?,"{'text': ['un aparat de aer conditionat cu 12000 BTU'], 'answer_start': [312]}"
310,OD55XJ3881,"Compresorul cu inverter ECO are capacitatea variabila in functie de necesitatile reale de racire sau incalzire ale incaperii. Prin variatia capacitatii veti face o economie semnificativa de energie si veti avea parte de un confort sporit prin evitarea variatiilor de temperatura ale curentului de aer.Aparatul de aer conditionat Daewoo este foarte silentios, avand un nivel de zgomot de 32 dB in prima treapta de ventilare.",Care este nivelul de zgomot în a doua treaptă de funcționare?,"{'text': ['32 dB'], 'answer_start': [388]}"
311,VE74GV7565,"Datorita noului compresor swing cu doua camere veti beneficia de economii de energie semnificative, un risc mai redus de defectare a aparatului si o functionare silentioasa, permitånd in acelasi timp controlul constant al climatului perfect.
",Ce compersor utilizează dispozitivele cu un nivel ridicat de zgomot?,"{'text': ['compresor swing cu doua camere'], 'answer_start': [17]}"
312,OS28PQ1019,"Racitorul de aer nu este un aparat de aer conditionat, acesta raceste aerul numai pe baza apei din recipient, care trebuie sa fie cat mai rece.In felul acesta, spre deosebire de aparatele de aer conditionat portabile conventionale, echipamentul nu produce concomitent cu racirea aerului incaperii si aer cald care sa fie evacuat in exterior.",Care sunt elementele produse concomitent?,"{'text': ['racirea aerului incaperii si aer cald care sa fie evacuat in exterior'], 'answer_start': [272]}"
313,TL24SH5856,"Nivel de zgomot dB(A): - 60.Putere consumata in functie Standby: - 0.18 W .Trepte de viteza - mica, medie, mare.",Care este puterea consumată în afara funcției Standby?,"{'text': ['- 0.18 W'], 'answer_start': [66]}"
314,MC59MJ4868,"Consumul tau de energie electrica va fi substantial diminuat datorita tehnologiei Inverter, materializata intr-un compresor complex care isi ajusteaza viteza de lucru in functie de temperatura camerei, evitandu-se astfel opririle si pornirile consumatoare de curent in exces.
",Care este funcția care permite reglarea temperaturii în funcție de nivelul de umiditate?,"{'text': ['Inverter'], 'answer_start': [83]}"
315,ML52FH9711,"Protectie aer rece - cand aparatul va functiona in modul incalzire, acesta va sufla aerul doar in momentul in care va atinge temperatura necesara pentru a oferi un confort optim.",Când este suflat aerul la funcționarea în modul răcire?,"{'text': [' doar in momentul in care va atinge temperatura necesara pentru a oferi un confort optim'], 'answer_start': [90]}"
316,VC84AM6191,Aparatul de climatizare creste sau reduce automat temperatura cu 1° C in primele 2 ore inainte de a deveni constanta pentru a completa tiparele de temperatura ale corpului uman in timpul somnului si a evita supraincalzirea sau racirea in timpul noptii.,Care este temperatura constantă care completează tiparele corpului uman?,"{'text': ['1° C'], 'answer_start': [66]}"
317,YZ95OY8331,"Functia JET.Reprezinta cea mai rapida metoda de racire disponibila, ce seteaza aparatul pentru o functionare la viteza mare de ventilatie racind incaperea mult mai rapid decat in cazul altor setari.",Care este cea mai puțin rapidă metodă de răcire?,"{'text': ['JET'], 'answer_start': [9]}"
318,RO46WR5412,"Controleaza temperatura din casa ta oricand si oriunde. Prin utilizarea aplicatiei SmartThings (necesita o conexiune Wi-Fi si un cont Samsung) ce este disponibila pe dispozitivele Android si iOS, poti controla si monitoriza de la distanta aparatul de aer conditionat cu doar o atingere. ",Pe ce dispozitive nu este disponivilă aplicația?,"{'text': ['Android si iOS'], 'answer_start': [181]}"
319,ZS68HG2541,"Aparatul de aer conditionat porneste functie de anti-mucegai imediat dupa racirea si umidificarea aerului. In acest fel se asigura o protectie totala impotriva ciupercilor si bacteriilor cu transmisie aeriana iar sanatatea familiei tale este in permanenta protejata.
",Când este dezactivată funcția anti-mucegai?,"{'text': [' imediat dupa racirea si umidificarea aerului'], 'answer_start': [61]}"
320,BB27KL9589,"Noua tehnologie face posibila dezghetarea unitatii exterioare doar la nevoie, nu la intervale regulate de timp, de aici rezultand importante economii de energie.Chiar si in cele mai caniculare zile, vei obtine o temperatura confortabila intr-un interval de timp foarte scurt, gratie compresorului puternic, capabil sa emita debite mari de aer rece.
",Când se realizează dezghețarea unității interne?,"{'text': ['doar la nevoie'], 'answer_start': [63]}"
321,ZS34XM4627,"Cu ajutorul functiei WiFi aveti posibilitatea de a controla sau seta aparatul de aer conditionat de oriunde v-ati afla in casa: aveti nevoie doar de un telefon mobil si conexiune la internet. Cu ajutorul aplicatiei de pe telefon puteti inchide sau deschide aparatul de aer conditionat, puteti seta Timer-ul, modul de ventilare, puterea de ventilare, temperatura si multe altele.
",Care sunt acțiunile care nu pot fi întreprinse prin aplicația mobilă?,"{'text': ['puteti inchide sau deschide aparatul de aer conditionat, puteti seta Timer-ul, modul de ventilare, puterea de ventilare, temperatura si multe altele'], 'answer_start': [230]}"
322,SZ37JA2270,"Gree Bora este noua serie de aparate de aer conditionat de la Gree, are un design nou pentru unitatea interioara. Usor de intretinut, filtru Catechin, functia I-Feel ( senzor de temperatuta in interiorul telecomenzii), debit volumetric de aer in functie de nevoile utilizatorilor. Foloseste mai putina energie electrica pentru a functiona si va pastra temperatura camerei exact asa cum l-ati setat.",Care este prima serie de aparate de aer condiționat de la Gree?,"{'text': ['Gree Bora'], 'answer_start': [1]}"
323,UZ41OP1095,"Te vei bucura de un aer curat in casa datorita functiei Self Clean. Aceasta functie impiedica formarea bacteriilor si a mucegaiului. Atunci cand aparatul este oprit din modul ""racire"" sau ""incalzire"", acesta va continua sa functioneze la o putere foarte mica, astfel incat apa de condens sa se evapore. In acest mod se previne formarea mucegaiului.
",Care este rolul funcționării la o putere foarte mare?,"{'text': ['astfel incat apa de condens sa se evapore'], 'answer_start': [261]}"
324,KK34YO2455,"Proectie superioara pentru aparatul dumneavoastra de aer conditionat, in special in zone cu un nivel ridicat al umiditatii si potential coroziv crescut, precum zonele de coasta. Stratul de protectie aurit, anticoroziv, al unitatii exterioare protejeaza impotriva ploii, salinitatii ridicate din aer si a altor elemente corozive, asigurand cresterea performantei si extinderea perioadei de utilizare a aparatului. 
",Care sunt zonele cu un potențial coroziv scăzut?,"{'text': ['zonele de coasta'], 'answer_start': [161]}"
325,NY47SC9678,"Bucura-te de un somn odihnitor - in fiecare noapte! Modul Good Sleep controleaza automat si regleaza potrivit temperatura pentru a crea conditiile ideale pentru fiecare etapa a ciclului de somn. Prin urmare, vei castiga minute de somn pretioase si te vei simti complet revigorat(a). Pe langa asta, utilizeaza mai putina energie decat racirea obisnuita.
",Ce nivel de energie este folosit în comparație cu o încălzire obișnuită?,"{'text': ['mai putina energie'], 'answer_start': [310]}"
326,JD22EZ7644,"Gree reprezinta alegerea ideala pentru confortul termic al locuintei tale, calitate recunoscuta si certificata de renumite organizatii internationale de masurare a gradului de satisfactie a consumatorilor.Unul din 3 aparate de aer conditionat vandut in intreaga lume este produs de Gree, ceea ce spune totul despre calitatea acestor produse.",Cui aparțin 2 din 3 aparate de aer condiționat comercializate în lume?,"{'text': ['Gree'], 'answer_start': [1]}"
327,OE81TA7178,"4D XPERT AIRFLOW: Datorita orificiilor de aerisire laterale, configuratia speciala a unitatii interioare poate asigura o circulatie mai uniforma a aerului.
",Care este rolul orificiilor de aerisire frontale?,"{'text': ['asigura o circulatie mai uniforma a aerului'], 'answer_start': [112]}"
328,EA55MS4232,"ALIZEE isi mentine obiectivul de a oferi echipamente care incorporeaza ultimele tehnologii disponibile in industria de profil. Aparatele acestui sezon beneficiaza de 5 moduri de operare, 6 viteze de functionare ale ventilatorului unitatii interioare si pregatire pentru functie Wi-Fi*. De asemenea, acestea functioneaza in parametri optimi pana la temperatura exterioara minima de -20oC**.
",Care este temperatura minimă interioară la care dispozitivul funcționează la parametrii normali?,"{'text': ['-20oC'], 'answer_start': [382]}"
329,AH76MQ8696,"Utilizarea aparatului de aer conditionat Tristar este foarte usoara. Datorita telecomenzii, puteti controla cu usurinta aparatul de aer conditionat mobil de la distanta. De asemenea, puteti seta cronometrul astfel incat aparatul de aer conditionat sa se activeze sau sa se dezactiveze. Poti controla clima din casa ta in orice moment, chiar si atunci cand dormi sau din confortul scaunului tau!
",Care este rolul aplicației mobile?,"{'text': ['puteti controla cu usurinta aparatul de aer conditionat mobil de la distanta'], 'answer_start': [93]}"
330,YI63MI6419,"Capacitatea de racire a aparatului de aer conditionat AC-5529 este de 9000 BTU si 2,63 kW, ceea ce face ca aerul conditionat sa fie potrivit pentru o camera de pana la 80m3. Fluxul de aer produs este de 320m3 pe ora. Desigur, puteti selecta singuri temperatura intre 16⁰C si 31⁰C. Aerul conditionat are trei moduri diferite de functionare: racire, dezumidificare si ventilator.
",Pentru ce locații nu este potrivit dispozitivul?,"{'text': ['potrivit pentru o camera de pana la 80m3'], 'answer_start': [133]}"
331,CP62TD5697,"DUAL Inverter Compressor™ de la LG solutioneaza problemele legate de zgomot si mentine temperatura dorita, rezultand o racire si o incalzire cu economie de energie, de lunga durata, eficienta si silentioasa.Aparatele de aer conditionat LG functioneaza la niveluri acustice reduse, datorita ventilatorului inclinat unic LG si tehnologiei Dual Inverter Compressor™, care elimina zgomotul inutil si permite o functionare lina.

",Care este nivelul de zgomot pentru dispozitivele cu ventilatoatele plate?,"{'text': ['niveluri acustice reduse'], 'answer_start': [256]}"
332,XY80RG4394,"Functionare stabila in regim de incalzire chiar si la temperaturi exterioare de pana la -22 ℃.Pentru a asigura confortul in timpul somnului, jetul de aer este directionat catre tavan si ventilatorul isi reduce turatiile pentru a scadea nivelul de zgomot.
",Care este temperatura minimă interioară la care dispozitivul funcționează la parametrii normali?,"{'text': ['-22 ℃'], 'answer_start': [89]}"
333,SR83ZY1621,"Mentine eficienta functionarii aparatului de aer conditionat cu mai putin efort. Easy Filter Plus este amplasat in exterior, deasupra, astfel incat poate fi scos si curatat. Plasa sa densa mentine aparatul curat, iar stratul anti-bacterian te ajuta sa te protejezi impotriva contaminantilor periculosi din aer*.	",Care este rolul filtrului amplasat la interior?,"{'text': ['mentine aparatul curat, iar stratul anti-bacterian te ajuta sa te protejezi impotriva contaminantilor periculosi din aer'], 'answer_start': [190]}"
334,IO59RR9531,"Echipamentele de aer conditionat Vivax sunt proiectate si fabricate pentru Uniunea Europeana si intrunesc cele mai ridicate standarde cerute de normele in vigoare. Toata gama de echipamente rezidentiale Vivax dispune de clasificare energetica A++ in conformitate normele (EU) 626/2011 ale Uniunii Europene.
",Care este clasa energetică a dispozitivelor nerezidențiale?,"{'text': ['A++'], 'answer_start': [244]}"
335,VK53XA9338,"Atunci cand sunt detectate scapari de agent frigorific in interior, unitatea va arata codul de eroare "" CE "" si se va opri in mod automat. Aceasta functie poate proteja mai bine compresorul inainte de a fi afectat de temperaturi ridicate cauzate de scaparile de agent frigorific.",Care este codul de eroare afișat pentru defectări ale lamelelor?,"{'text': ['CE '], 'answer_start': [105]}"
336,JF39FM7859,"In timpul procesului de racire, o mare parte din condens este evacuat impreuna cu aerul cald. Totusi, o mica parte din condens (in functie de gradul de umiditate din camera) se colecteaza in tava interioara care poate necesita golire la anumite intervale de timp. Deci, nu trebuie sa va faceti griji ca aveti nevoie de o evacuare a condensului continuu in timpul procesului de racire, ceea ce este un avantaj atunci cand colectarea condensului de la aerul conditionat v-ar da batai de cap.
",Unde este colectat o parte din condens în timpul procesului de încălzire?,"{'text': ['in tava interioara '], 'answer_start': [189]}"
337,OJ73ZJ2887,"Avantajele sistemelor de climatizare Gree Multi Inverter.Principalul avantaj consta in faptul ca se va limita numarul de unitati exterioare instalate de obicei pe fatada cladirii.Alt avantaj este posibilitatea de a instala conducte pentru colectarea condensului produs pe functia de racire de catre unitatile interioare.Recomandate pentru cladirile noi sau care se renoveaza, ingroparea traseelor frigorifice in pereti ducand la integrarea sistemului de climatizare perfect in design-ul locuintei.",Care este dezavantajul utilizaării sistemului de climatizare Gree Multi Inverter?,"{'text': ['osibilitatea de a instala conducte pentru colectarea condensului produs pe functia de racire de catre unitatile interioare'], 'answer_start': [198]}"
338,EF30NV7657,"Zona ed comfort 6th Senseea mai buna experienta de confort este garantata. Datorita senzorilor interiori si exteriori, dispozitivul ofera rapid temperatura, umiditatea si viteza potrivita a ventilatorului necesare pentru a oferi un nivel de confort ideal pentru camera dvs.Capacitate de racire de 18000 BTU, recomandata pentru camere de 40-50 mp.	",Care este capacitatea de răcire optimă pentru încăperile de peste 60mp?,"{'text': [' 18000 BTU'], 'answer_start': [297]}"
339,ZY79CZ4877,"Raceste camerele rapid, dintr-un colt in altul, astfel incat sa te simti intotdeauna confortabil. Tehnologia Digital Inverter Boost raceste aerul cu 43% mai rapid. Designul sau avansat include, de asemenea, un ventilator cu 15% mai mare, o intrare cu 18% mai lata si o lamela mai lata cu 31%. Prin urmare, aerul rece este dispersat mai departe si mai cuprinzator, atingand pana la 15 metri.",Cu cât este mai rapid încălzit aerul?,"{'text': ['43% mai rapid'], 'answer_start': [150]}"
340,YZ51RA6321,"Asigura-te ca aerul pe care il respiri este mereu curat si proaspat. Filtrul HD este foarte eficient la captarea prafului, a contaminantilor din aer si a alergenilor, cum ar fi polenul, sporii de mucegai si matreata animalelor de companie. De asemenea, este lavabil, asa ca tot ce trebuie sa faci este sa-l clatesti rapid in apa si apoi sa-l reutilizezi.
",La ce este util filtrul EZ?,"{'text': ['captarea prafului, a contaminantilor din aer si a alergenilor, cum ar fi polenul, sporii de mucegai si matreata animalelor de companie'], 'answer_start': [105]}"
341,DG14XD4487,"Conectivitatea WIFI cu care este echipat, dar mai ales controlul sau cu ajutorul aplicatiei Smart Life (disponibila in Google Play si Apple Store), face din Turbionaire Comfy un dispozitiv smart, care poate fi controlat inclusiv cu ajutorul asistentilor vocali Google, Siri (Apple) si Alexa (Amazon) prezenti pe un numar mare de dispozitive pentru un control Smart al casei, de exemplu.",Care sunt asistenții vocali care nu permit controlul dispozitivului?,"{'text': ['Google, Siri (Apple) si Alexa (Amazon) '], 'answer_start': [262]}"
342,OH18SY5896,"Noua serie Gree Bora A4 cu refrigerant R-32 se mandreste cu performante printre cele mai avansate.Odata cu cresterea taxelor de utilizare a refrigerantului R-410A in Comunitatea Europeana, producatorii de aparate de aer conditionat se orienteaza catre noul refrigerant R-32, acesta fiind de 4 ori mai putin poluant.
",Cărei serii aparțin dispozitivele care utilizează R0410A?,"{'text': ['Gree Bora A4 '], 'answer_start': [12]}"
343,ZS21UO8873,"Baleierea verticala automata - asigura o distribuire uniforma a aerului si a temperaturii in intreaga camera, prin deplasarea fantelor in sus si in jos.Functionare silentioasa - unitatea interna este o prezenta discreta, gratie functionarii sale silentioase, cu niveluri ale zgomotului reduse pana la 20 dBA",Care este rolul baleierii orizontale?,"{'text': ['asigura o distribuire uniforma a aerului si a temperaturii in intreaga camera'], 'answer_start': [32]}"
344,DV62EF7074,"Functia Active Energy Control va permite sa selectati nivelul de consum de energie in functie de situatie. Bucurati-va de o atmosfera rece si comfortabila, cu un consum redus de energie. Normal: 100% racire la 100% consum de energie Pasul 1: Apasati butonul o data pentru 85% din capacitatea de racire si 77% consum de energie. Etapa 2: Apasati butonul de doua ori pentru 66% din capacitatea de racire si un consum de energie de 51%.",De câte ori trebuie apăsat butonul pentru un consum de energie de 30%?,"{'text': ['de doua ori '], 'answer_start': [354]}"
345,TP81LN1194,"Aparatele de aer conditionat din gama Midea Blanc utilizeaza o tehnologie de pornire exclusiva si de o putere mare, in masura sa genereze un ﬂux puternic de aer rece intr-un timp foarte scurt (pana la 30 de secunde), pentru a garanta un confort imediat.	",Care este intervalul de timp necesar pentru generarea unui flux puternic de aer cald?,"{'text': ['pana la 30 de secunde'], 'answer_start': [194]}"
346,WD94XQ8787,"Cantitatea redusa de agent frigorific pentru seria HR si agentul frigorific R32, care are un potential scazut de incalzire globala, comparativ cu agentul frigorific R410A, contribuie la prevenirea incalzirii globale.",Care este agentul frigorific utilizat de seria anterioară celei HR?,"{'text': ['R32'], 'answer_start': [77]}"
347,UJ37HQ1535,"ASHRAE (Societatea americana de ingineri pentru incalzire, refrigerare si climatizare) defineste „Aerul linistit” drept curenti de aer cu viteze sub 0,15 m/s, in care nu exista curenti reci.
",Care este viteza curenților de aer în care există curenți reci?,"{'text': ['sub 0,15 m/s'], 'answer_start': [146]}"
348,QD67EH9659,"Aparatele de aer conditionat LG functioneaza la niveluri de zgomot reduse, multumita ventilatorului inclinat unic si compresorului inverter LG care elimina zgomotul inutil si permite o functionare silentioasa.
",Care este nivelul de zgomot pentru dispozitivele cu ventilatoatele plate?,"{'text': ['niveluri de zgomot reduse'], 'answer_start': [49]}"
349,CZ37YO7442,"Auto clean - dupa utilizarea aparatului de aer conditionat in regim de racire, ventilatorul va continua sa se invarta pentru a usca schimbatorul de caldura, prevenind astfel aparitia mucegaiului.
","Care este motivul pentru care după utiliazre în regim de încălzire, ventilatorul va continua să funcționeze?","{'text': ['pentru a usca schimbatorul de caldura, prevenind astfel aparitia mucegaiului'], 'answer_start': [119]}"
350,VA53DR2871,"PAI™ (Personal Activity Intelligence) este un scor de sanatate sustinut de stiinta, care masoara impactul activitatii fizice asupra inimii prin prelucrarea datelor despre ritmul cardiac, timpul de exercitiu, precum si alte informatii complexe de sanatate cu un algoritm, pentru a oferi un scor de o singura valoare unic pentru experienta fiecarui utilizator, pentru intelegerea usoara a starii lor fizice.
",Care este scorul de sănătate care măsoară calitatea respirației?,"{'text': ['PAI™ (Personal Activity Intelligence)'], 'answer_start': [1]}"
351,JF99YS8447,"Pulsul masurat la incheietura mainii verifica constant pulsul dumneavoastra si va va alerta daca acesta se mentine la valori ridicate in timp ce va odihniti. De asemenea, va ajuta sa estimati intensitatea efortului depus in timpul activitatilor.",Care este variabila măsurată și pentru care se emite avertizare în cazul în care aceasta crește în timpul exercițiilor fizice?,"{'text': ['Pulsul '], 'answer_start': [1]}"
352,RF95BS3166,"Fara griji atunci cand ploua, se spala pe maini sau pur si simplu il uda intentionat. GW400x este submersibil pana la 30min in apa si adancime de maxim 1 metru. Rezitenta la apa si pozitionarea WiFi fac ca acest model de ceas sa fie unul absolut complet.
",Care este durata maximă în care dispozitivul poate fi submersibil la o adâncime de 4 m?,"{'text': ['30min'], 'answer_start': [119]}"
353,TP40KM1481,"Fii eficient la fiecare antrenament monitorizandu-ti zonele de minute active, stagiile de somn, numarul de calorii consumate. Totul e posibil cu ajutorul tehnologiei avansate de masurare a ritmului cardiac PurePulse 2.0. 
",Care sunt funcțiile puse la dispoziție de PurePulse 1.3?,"{'text': ['zonele de minute active, stagiile de somn, numarul de calorii consumate'], 'answer_start': [54]}"
354,FL23WW5936,"G-senzor -ridicand mana ecranul ceasului se lumineaza automat .
Music control - Puteti ajusta volumul, actiona pauza/redare sau schimba melodiile cu o simpla atingere.Camera cu o rezolutie de 3 MPx , fotografiile pot fi realizate printr-un simplu click pe ecran.",Câți decibeli are difuzorul?,"{'text': ['3 MPx'], 'answer_start': [193]}"
355,PQ82SH2613,Comunicare bidirectionala. Puteti folosi dispozitivul exact ca un telefon normal pe speaker.Mesaje vocale si text. Ceasul poate trimite si receptiona scurte mesaje vocale sau text de la supraveghetor. Deasemenea poate trimite scurte mesaje vocale.,Care este avantajul comunicării unidirecționale?,"{'text': ['Puteti folosi dispozitivul exact ca un telefon normal pe speaker'], 'answer_start': [28]}"
356,XL38SY6580,"Urmarirea zilnica a activitatilor: bratara urmareste activitatea dvs. zilnica, cum ar fi numararea pasilor, distantele sportive, caloriile arse, date de antrenament detaliate, va ajuta sa analizati si sa faceti planul saptamanii pentru exercitiul dumneavoastra.",Care sunt elementele din timpul antrenamentelor care nu sunt monitorizate?,"{'text': ['numararea pasilor, distantele sportive, caloriile arse, date de antrenament detaliate'], 'answer_start': [90]}"
357,VT85ZV5020,"Monitorizarea nivelului de stres va poate spune daca aveti o zi calma, echilibrata sau stresanta. Mementourile de relaxare va vor invita sa faceti un exercitiu scurt de respiratie pentru a va relaxa.	",Care este durata medie recomandată pentru efectuarea exercițiilor de respirație?,"{'text': ['scurt '], 'answer_start': [161]}"
358,LV63UQ1786,"Puteti citi ritmul cardiac live cu functia sa de monitorizare a ritmului cardiac inainte, in timpul si dupa exercitii.  Folosind o noua generatie de senzori optici de inalta precizie, monitorizarea ritmului cardiac este mult mai precisa.
",Ce tip de senzori se utilizează pentru analizarea temperaturii corpului?,"{'text': ['optici'], 'answer_start': [158]}"
359,LD63BM6584,"Cu o singura incarcare, bateria ceasului tau va avea o autonomie de peste 6 zile. In plus, te bucuri de inca o zi de baterie, in numai 12 minute, daca alegi sa il incarci rapid.
",Care este durata necesară unei încărcări complete?,"{'text': ['12 minute'], 'answer_start': [136]}"
360,BR90PF2047,"Ceasul este decodat, poate functiona in retelele din Romania;Dimensiunile curelei inchise: min 11cm, max 19 cm;Lungimea totala a curelei: 25 cm;
Sistem: CPU MTK6572, 1.2GHz; GPU: Mali-400;ROM 64MB (poate fi extinsa printr-un card TF de maxim 32GB), 128MB RAM;Marimea Ecranului Display: 1.54 Inch;",În ce țări nu poate funcționa dispozitivul?,"{'text': ['Romania'], 'answer_start': [54]}"
361,JU19XU7291,"Bluetooth,Gravity Sensor, Camera, Fotografii, calendar, Ceas, Apelare, Contacte, Galerie, Muzica, Cronometru, Temporizator, Agenda, Vreme, Setari, Notificari, Pedometru, Gasire dispozitiv /Impotriva-pierderii, Call log, telecamera, Microphone & Speaker, monitorizarea somnului, etc;Functiile: primire/initiere apeluri (Android si iOS), sincronizare mesaje sunt compatibile cu Android;",Cu ce sisteme nu este compatibilă funcția de sincronizare a mesajelor?,"{'text': ['Android'], 'answer_start': [320]}"
362,LA19ZK2441,"Incarcarea se face cu ajutorului cablului USB prevazut cu conector tip clips ce asigura o prindere rapida si ferma. O incarcare completa dureaza 1,5-2 ore si asigura o autonomie de pana la 10-12 zile (in stand by) iar o utilizare cu toate functiile activate asigura 2-5 zile.
",Care este timpul necesar încărcării în procent de 70%?,"{'text': ['1,5-2 ore'], 'answer_start': [146]}"
363,KL92BZ9628,"Smartwatch-ul Huawei foloseste tehnologia TruSleep pentru a monitoriza cu acuratete timpul dormit, sa identifice valorile pentru indicatori precum somnul adanc, somnul usor sau miscarea rapida a ochilor, cat si sa va ofere detalii despre calitatea somnului dar si recomandari.	",Care este aplicația folosită pentru monitorizarea temperaturii corpului în timpul nopții?,"{'text': ['TruSleep'], 'answer_start': [43]}"
364,ON79PW9311,"Smartwatch-ul include foarte multe setari si configuratii. Poate fi folosit independent ca si un telefon (in retelele Orange / Vodafone / Telekom) sau se poate conecta la un smartphone. Pe device-urile ce ruleaza Android functioneaza toate capabilitatile smartwatch-ului iar pe iOS nu functioneaza primirea sms-urilor sau controlul camerei foto a telefonului .
",Care sunt funcțiile care funcționează doar pe iOS?,"{'text': ['primirea sms-urilor sau controlul camerei foto a telefonului'], 'answer_start': [299]}"
365,JP11PM9327,Xiaomi Amazfit GTS 2e a ajuns deja in tarile noastre din mainile PowerPlanetOnline. Noua versiune a celui mai cautat si vandut smartwatch de pana acum al Xiaomi.,Care este cel mai vândut smartwatch Xiaomi?,"{'text': ['Xiaomi Amazfit GTS 2e '], 'answer_start': [1]}"
366,UO25XL4228,"Monitorizare temperatura – ceasul K21 dispune de senzor de temperatura, iar in momentul in care este pus la mana va masura temperatura corporala.
Monitorizarea calitatii somnului – monitorizarea automata a somnului pe timpul noptii, dar si calitatea acestuia. Calitatea zilnica a somnului si timpul de somn se calculeaza in functie de datele furnizate de ceasul inteligent. Poarta-l in fiecare seara si vei primi sfaturi personalizate despre ora recomandata de somn.",Ce variabilă este măsurată atunci când dispozitivul nu este poziționat pe mână?,"{'text': ['temperatura corporala'], 'answer_start': [124]}"
367,EG62VX5576,"Sistemul de inchidere a ceasului Honor este realizat dintr-un inox 316L rafinat. Acest material utilizat si in industria aeronautica ofera un grad ridicat de rezistenta la greutate si zgarieturi, ce pot aparea in timpul activitatilor de zi cu zi.",În ce industrie mai este utilizat materialul din care este realizat corpul ceasului?,"{'text': [' industria aeronautica'], 'answer_start': [111]}"
368,XK95XA5048,"Vibratia haptica imbunatatita ofera un feedback mai clar si mai rapid atunci cand primiti notificari. Datorita motorului haptic liniar, vibratiile pot fi setate cu o varietate de durate, oferind o senzatie premium. Ecranul se poate roti pana la 180°, convenabil atat pentru utilizatorii stangaci, cat si pentru cei dreptaci, si poate fi blocat cu o parola pentru a impiedica accesul la el atunci cand nu este la incheietura mainii. .
",Care este facilitatea anti-furt oferită pentru momentul în care ceasul se află la mână?,"{'text': [' o parola'], 'answer_start': [347]}"
