id,context,question,answers
JG62LN2344,"Windows 10 vine cu o mare varietate de aplicatii cum ar fi: Harti, Fotografii, Muzica, Filme, e-mail si Calendar.Aceste aplicatii folosesc OneDrive pentru a face back-up de informatii si pentru a se sincroniza pe toate dispozitive, astfel incat sa iti poti accesa continutul de oriunde.",Care este numărul maxim de dispozitive care pot fi sincronizate?,"{""text"": [""a se sincroniza pe toate dispozitive""], ""answer_start"": [195]}"
AN26GA1381,"Sunteti in graba? O incarcare de 15 minute a bateriei de 56 Wh este de ajuns pentru 2,5 ore de utilizare. Bateria a fost proiectata folosind si propria tehnologie Huawei de economisire a energiei, astfel incat sa puteti renunta nevoia unei prize.",De câte minute de încarcare sunt necesare pentru 4 ore de utilizare?,"{""text"": [""O incarcare de 15 minute a bateriei de 56 Wh este de ajuns pentru 2,5 ore de utilizare.""], ""answer_start"": [19]}"
QK31FI2793,Designul practic a fost ingustat pentru a oferi utilizatorilor un dispozitiv portabil si usor care include chiar si o articulatie ergonomica care trage un flux de aer suplimentar de sub laptop.,Care este elementul care împiedică tragerea unui flux de aer suplimentar?,"{""text"": ["" articulatie ergonomica care trage un flux de aer suplimentar""], ""answer_start"": [118]}"
FZ17LA7314,"Dispunand de inginerie termica de a 5-a generatie, IdeaPad Gaming 3 ofera un sistem de ventilare dual mai robust decat generatiile anterioare, precum si radiatoare imbunatatite, cu mai mult suport pentru temperaturi mai ridicate ale procesorului si placii grafice. ",Ce sistem de ventilare a fost inclus în IdeaPad Gaming 2?,"{""text"": [""IdeaPad Gaming 3 ofera un sistem de ventilare dual""], ""answer_start"": [52]}"
SO88PW7939,Cel mai recent procesor Intel® Core ™ i5 din genaratia a 10-a alimenteaza cu castiguri de performanta fata de generatia anterioara. ,Care este cel mai vechi procesor Intel?,"{""text"": [""procesor Intel\u00ae Core \u2122 i5 din genaratia a 10-a""], ""answer_start"": [16]}"
RF59PB2619,"Imaginati-va un laptop compact de jocuri care se poate duce cu mult peste greutatea sa - FX505 este capabil de asta. Este alimentat de cel mai recent procesor AMD Ryzen, care are patru nuclee si opt thread-uri capabile de viteze de pana la 3.7GHz. ",Câte nuclee are cel mai vechi procesor AMD Ryzen?,"{""text"": [""cel mai recent procesor AMD Ryzen, care are patru nuclee""], ""answer_start"": [136]}"
CI19ZI2164,"Construit cu cea mai recenta tehnologie de 7nm, procesorul AMD Ryzen ™ 7 4800H cu grafica Radeon ™ RX 5500M ofera performante de tip desktop pe laptop-uri de gaming, bucurati-va de experiente de gaming si multimedia imersive.",Care este cea mai veche tehnologie și ce procesor folosea?,"{""text"": [""cea mai recenta tehnologie de 7nm, procesorul AMD Ryzen \u2122 7 4800H ""], ""answer_start"": [14]}"
NK18ZG7230,"Jucati-va cu puterea: descoperiti multitaskingul fara probleme si performanta stabila atunci cand sunteti in deplasare, cu cele mai recente procesoare Intel® Core™ din a 11-a generatie, cu placă grafică Intel® Iris® Xe si unitate SSD PCIe de 256GB.",Care este cel mai vechi procesor Intel?,"{""text"": [""cele mai recente procesoare Intel\u00ae Core\u2122 din a 11-a generatie""], ""answer_start"": [124]}"
ER75VJ8878,"Mai mult, pentru a beneficia la maximum de functionalitatea laptopului, portul USB type C iti permite sa conectezi diferite dispozitive mai mici la acesta.Cu ajutorul camerei frontale si a microfonului incorporat, poti oricand pleca virtual de acasa sau de la birou. Participa activ la meeting-uri sau la discutiile cu colegii tai, atunci cand simti nevoia de o pauza. Esti la un click distanta de tot ceea ce este important.",Cum este asigurată conectarea dispozitivelor mari la laptop?,"{""text"": [""portul USB type C iti permite sa conectezi diferite dispozitive mai mici la acesta""], ""answer_start"": [73]}"
AU15QC5549,Carcasa solida incorporeaza functii speciale ce ofera rigiditate structurala suplimentara pentru a rezista cu succes rigorilor vietii de zi cu zi din mediul de afaceri.Capac Aliaj Aluminiu - Ofera rigiditate structurala superioara.Elementele interne de ranforsare din otel ofera suport structural suplimentar.Izolarea anti-socuri protejeaza unitatea de stocare a datelor in cazul unui impact accidental.,Cum oferă capacul de aliaj aluminiu rigiditate structurală inferioară?,"{""text"": [""Capac Aliaj Aluminiu - Ofera rigiditate structurala superioara.""], ""answer_start"": [169]}"
FN42VC3410,"Afisajul Full HD1 pastreaza imaginile si videoclipurile la calitate uimitoare, in timp ce marginea ingusta ofera mai mult spatiu de vizualizare. Pentru a proteja ochii utilizatorilor de lumina albastra daunatoare, laptopul include si tehnologia Acer BlueLightShield™.",Care este caracteristica care reduce spațiul de vizualizare?,"{""text"": [""marginea ingusta ofera mai mult spatiu de vizualizare""], ""answer_start"": [91]}"
IF34GO3929,"Display-urile de pe IdeaPad 5 au fost proiectate astfel incat sa includa cat mai mult spatiu de ecran posibil, impingand efectele vizuale spre margine si oferindu-ti o experienta de vizualizare mai mare. Numim acesta raport al zonei active sau cantitatea de ecran comparativ cu dimensiunea marginilor inconjuratoare, iar IdeaPad 5 are un raport al zonei active de 90%.",Care este raportul zonei inactive?,"{""text"": [""raport al zonei active de 90%""], ""answer_start"": [339]}"
KN58PG7560,"Pentru un stil de viata in miscare, aveti nevoie de cel mai bun touchpad posibil. Touchpad-ul foarte mare de pe ASUS Chromebook C223 va ofera mai mult spatiu pentru un control fluid, iar gesturile multitouch sunt acum si mai intuitive - este cel mai simplu mod de a incepe explorarea!
",Care este avantajul oferit de un touchpad îngust?,"{""text"": [""ofera mai mult spatiu pentru un control fluid, iar gesturile multitouch sunt acum si mai intuitive""], ""answer_start"": [137]}"
BS20PM1779,"Nu iti face niciodata griji in privinta intreruperilor de Internet si a conexiunilor slabe. Ramai conectat la Wi-Fi si la accesoriile Bluetooth®, cu cel mai recent adaptor Wi-Fi 5 (2x2) WLAN si Bluetooth® 5.0.5
",Care este denumirea celui mai vechi adaptor WIFI?,"{""text"": [""cel mai recent adaptor Wi-Fi 5 (2x2) WLAN""], ""answer_start"": [150]}"
QN88TJ4712,"Cu o gama completa de optiuni de conectivitate, Swift 3 se poate conecta rapid la multe dispozitive de ultima generatie. Iar, pentru a te asigura ca te poti conecta la dispozitivele mai vechi, acesta este dotat si cu un port USB 3.1 Gen 2.",Care este tipul de port folosit pentru a realiza conectivitatea la dispozitivele mai noi?,"{""text"": [""ca te poti conecta la dispozitivele mai vechi, acesta este dotat si cu un port USB 3.1 Gen 2""], ""answer_start"": [147]}"
VM66WM5754,"O gama larga de porturi: conectati-va la televizor sau la monitor prin intermediul portului HDMI, descarcati fotografii folosind slotul pentru carduri SD si beneficiati de viteze mari de transfer de la toate accesoriile datorita celor doua porturi USB 3.1 din prima generatie.",Câte porturi USB 3.0 are incorporat dispozitivul?,"{""text"": [""doua porturi USB 3.1""], ""answer_start"": [236]}"
IA69AD2046,"Sistemul de sunet extraordinar al modelului ZenBook S este certificat de catre specialistii in sisteme audio de la Harman Kardon pentru a asigura un sunet deosebit de imersiv si realist pentru comunicatii si divertisment.
",De către cine este certificat sistemul video?,"{""text"": [""Sistemul de sunet extraordinar al modelului ZenBook S este certificat de catre specialistii in sisteme audio de la Harman Kardon""], ""answer_start"": [1]}"
JZ54VV2120,"Pregatit de actiune, cel care se poate adapta tenace si flexibil sub orice forma. GP66 Leopard este echipat cu procesoare Intel® Core ™ i7 de a 10-a generatie si este alimentat de cea mai recenta grafica NVIDIA® GeForce RTX ™ din seria 30. Cu Cooler Boost 5, tastatura SteelSeries RGB si configurare completa de porturi IO, performanta GP66 Leopard nu va fi niciodata subestimata. Este exact ceea ce visezi.",Care este denumirea primei grafici NVIDIA?,"{""text"": [""cea mai recenta grafica NVIDIA\u00ae GeForce RTX \u2122 din seria 30""], ""answer_start"": [181]}"
NA42ZJ3953,"Dinamic si gata sa te insoteasca in calatorii, inovativul sistem ROG Zephyrus G14 este cel mai puternic laptop de 14 inchi pentru jocuri. Depaseste-ti toti competitorii cu ajutorul procesorului AMD Ryzen™ Seria 5000 cu 8 nuclee si a puternicului GPU GeForce GTX ce te ajuta atat in jocuri, cat si la indeplinirea rapida a tuturor sarcinilor de utilizare zilnica. ",Care este cel mai neperformant laptop de 14 inchi pentru jocuri?,"{""text"": [""ROG Zephyrus G14 este cel mai puternic laptop de 14 inchi pentru jocuri""], ""answer_start"": [66]}"
CK79CQ4471,"Intra in cockpit cu comenzi care te pregatesc pentru o victorie glorioasa. Tastatura spatioasa a IdeaPad Gaming 3 a fost conceputa pentru gameri, cu o deplasare a tastelor de 1,5 mm pentru un control maxim si iluminare albastra pentru a ajuta la vizibilitate in orice situatie de iluminare.
",Care este rolul iluminării roșii?,"{""text"": [""iluminare albastra pentru a ajuta la vizibilitate in orice situatie de iluminare""], ""answer_start"": [210]}"
TE98WS4227,"Artistii, fotografii si designerii vor aprecia cu siguranta functionalitatea suplimentara oferita de catre afisajul FHD OLED NanoEdge in combinatie cu stylus-ul ASUS Pen disponibil optional.
",Ce instrument util artiștilor conține fiecare dispozitiv?,"{""text"": [""stylus-ul ASUS Pen disponibil optional""], ""answer_start"": [152]}"
TE28MW5441,"Cu o gama completa de optiuni de conectivitate, inclusiv cu functia completa USB-C™, Thunderbolt 3, Swift 3 se poate conecta rapid la multe dispozitive de ultima generatie. Iar, pentru a te asigura ca te poti conecta la dispozitivele mai vechi, acesta este dotat si cu un port USB 3.1 Gen 2.",Câte porturi USB 3.0 are incorporat dispozitivul?,"{""text"": [""un port USB 3.1 Gen 2""], ""answer_start"": [270]}"
IK50EP2339,"Fabricat intr-un sasiu ultra-usor si subtire din aluminiu, laptopurile din Seria Prestige sunt create pentru a fi portabile si elegante oriunde te-ai duce. Avand un ecran maximizat de 180 ° cu margini subtiri, Seria Prestige faciliteaza impartasirea de idei si design.",La câte grade a fost minimizat ecranul?,"{""text"": [""ecran maximizat de 180 \u00b0""], ""answer_start"": [166]}"
JB43XX9168,"Fabricat intr-un sasiu de aluminiu ultra-usor si ultra subtire de 16,9 mm, seria Modern este facuta portabila si eleganta oriunde te duci. Cu o mobilitate extrema, tine pasul cu stilul tau de viata rapid.
",Care este grosimea dispozitivului?,"{""text"": [""16,9 mm""], ""answer_start"": [67]}"
ZK56RX7448,"Vizualizeaza detalii fine si culori bogate pe ecranul FHD de 15,6”, cu cadre inguste pentru un raport ecran-carcasa mai ridicat. Si nu doar atat, priveste confortabil catre ecranul tau in diverse medii cu tehnologia ComfyView™, care reduce reflexiile de lumina.
",Ce asigură cadrele largi pe ecranul FHD?,"{""text"": [""un raport ecran-carcasa mai ridicat""], ""answer_start"": [93]}"
IG47ZI4814,"ASUS VivoBook, un favorit , primeste un nou aspect mai indraznet, care va avea siguranta de a curge impulsurile. VivoBook S13, subtire si usor, are acum margini taiate cu diamante si finisaje texturate si este disponibil in patru culori distincte care au fost alese pentru a reflecta personalitatea ta. 
",Care sunt culorile în care dispozitivul este disponibil?,"{""text"": [""patru culori distincte""], ""answer_start"": [225]}"
OS12KY8125,"Butonul de pornire / oprire poate sa detecteze si amprenta, ceea ce permite accesarea rapida si sigura a computerului, cu o singura atingere. Camera este pozitionata discret in tastatura de unde iese atunci cand ai nevoie de ea. O protectie suplimentara a intimitatii tale.",Care sunt cele două metode de accesare a dispozitivului?,"{""text"": [""Butonul de pornire / oprire poate sa detecteze si amprenta, ceea ce permite accesarea rapida si sigura a computerului""], ""answer_start"": [1]}"
AG27TX4831,"Un element metalic de ranforsare plasat sub tastatura ofera un nivel de stabilitate ridicat in timpul tastarii si utilizarii touchpadului. In afara rigiditatii structurale suplimentare, aceasta solutie intareste balamaua si protejeaza componentele interne.	",Ce determină un nivel de stabilitate scăzut în timpul tastării?,"{""text"": [""Un element metalic de ranforsare plasat sub tastatura""], ""answer_start"": [1]}"
CO61VE4586,"Cu un procesor Intel® Core™ de a 11-a generatie si revolutionara placa grafica discreta Intel® Iris® Xe, poti finaliza sarcinile mai rapid, si sa ramai cu suficienta putere pentru munca creativa sau chiar pentru jocuri. Multiple moduri de racire, accesibile de la comanda rapida Fn + F, tuburi termice duble si articulatia ridicatoare se combina pentru a imbunatati si mai mult performanta laptopului.
",Care sunt modalitățile de încălzire a dispozitivului?,"{""text"": [""Multiple moduri de racire, accesibile de la comanda rapida Fn + F, tuburi termice duble si articulatia ridicatoare""], ""answer_start"": [221]}"
ZZ26OG1096,"Elementele de ranforsare de tip fagure plasate sub suportul palmar cresc nivelul de rezistenta intr-o zona cu utilizare continua. Structura turnata rezista foarte bine fortelor de torsiune, adaugand un minim de material si greutate.	","În ce zona este plasat elementul de ranforsare, scazând astfel nivelul de rezistenta?","{""text"": [""sub suportul palmar""], ""answer_start"": [48]}"
GA79QD3720,"Comenzile sunt doar la o atingere distanta cu tasta dedicata NitroSense, in timp ce WASD si tastele sageti sunt iluminate pentru localizare usoara. Bucura-te de senzatia tactila a tastelor cu o distanta de deplasare de 1,6 mm. Ai parte de mai mult entuziasm in jocurile tale si joaca in lumina ambientala slaba cu tastatura cu retroiluminare rosie.",Cu cât a fost redusă distanța de deplasare a tastelor?,"{""text"": [""1,6 mm""], ""answer_start"": [220]}"
KG53TB4366,Intel HD Graphics 500 cu frecventa principala de 650Mhz are o eficienta mai avansata decat generatia anterioara. Munca in birou va fi mai placuta.,Care este frecvența secundară a Intel HD Graphics 500?,"{""text"": [""650Mhz""], ""answer_start"": [50]}"
VA34ML7717,"Elementele suplimentare de procesare a semnalului audio ajuta la optimizarea performantelor componentelor hardware, filtrand zgomotul si imbunatatind claritatea audio astfel incat sa va puteti bucura de un sunet de o claritate exceptionala pe modelele voastre din Seria X.",Care sunt elementele care filtrează zgomotul și imbunătățește calitatea?,"{""text"": [""Elementele suplimentare de procesare a semnalului audio""], ""answer_start"": [1]}"
MT99EK4019,"Majoritatea panourilor LED emit lumina albastra – principala cauza a problemelor retinei si a fenomenului de degenerare maculara. Modul ASUS Eye Care reduce in mod eficient nivelul de lumina albastra cu 33%, oferind astfel un nivel ridicat de confort la citire si protejandu-va impotriva oboselii ochilor sau a altor probleme ce pot aparea.
",Care este procentul de reducere a luminii verzi de către modul ASUS Eye Care?,"{""text"": [""ASUS Eye Care reduce in mod eficient nivelul de lumina albastra cu 33%""], ""answer_start"": [137]}"
UB32QO5527,"Tastatura numerica: lucrati mai rapid cu o tastatura numerica cu 10 taste si cu o tasta de calculator care populeaza un calculator printr-o singura atingere.
",Care este numărul tastelor nonnumerice?,"{""text"": [""10 taste""], ""answer_start"": [66]}"
VC85JR9383,"ASUS este producatorul #1 de placi video la nivel mondial, fiind singura companie ce ofera Tehnologia Auto-Extreme – un proces de productie automatizat in proportie de 100% pentru a oferi cea mai buna fiabilitate. Oferind numeroase tehnologii de racire exclusive, precum si aplicatii software cu un design foarte intuitiv, placile video ASUS fac posibile experiente de exceptie in jocuri, pentru mai multa adrenalina, mai multa distractie si mai multe victorii.",Care este cel mai neperformant producător de plăci video la nivel mondial?,"{""text"": [""ASUS""], ""answer_start"": [1]}"
HY82MF1379,"Din acest moment, sarcinile dificile sunt preluate de partenerii nostri din programul Powered by ASUS: integratori de sisteme atent selectionati ce creeaza sisteme de vis, unicat, de la ultra-compacte foarte performante la adevarati monstri raciti cu lichid.",De către cine sunt preluate sarcinile cu un nivel mediu de dificultate?,"{""text"": [""sarcinile dificile sunt preluate de partenerii nostri din programul Powered by ASUS""], ""answer_start"": [19]}"
NK31IY5258,"ASUS este de mai bine de zece ani consecutivi principalul producator de placi de baza din lume, fiind complet dedicat inovatiei si performantelor. De asemenea, este producatorul cel mai premiat al celor mai bune placi, construite pe patru principii centrale – cele mai bine vandute, usor de folosit, stabile si de incredere. Cu peste 500 de milioane de placi de baza vandute in intreaga lume incepand cu 1989, ASUS este marca in care poti avea incredere.",În ce an a devenit ASUS principalul producător de plăci de bază din lume?,"{""text"": [""ASUS este de mai bine de zece ani consecutivi principalul producator de placi de baza din lume""], ""answer_start"": [1]}"
SA49NK2617,"ASUS este de mai bine de zece ani consecutivi principalul producator de placi de baza din lume, fiind complet dedicat inovatiei si performantelor. De asemenea, este producatorul cel mai premiat al celor mai BUNE placi, construite pe patru principii centrale – cele mai Bine vandute, Usor de Folosit, Stabile si de Incredere. Cu peste 500 de milioane de placi de baza vandute in intreaga lume incepand cu 1989, ASUS este marca in care poti avea incredere.
",Câte plăci video au fost vândute în ultimii 5 ani?,"{""text"": [""500 de milioane de placi de baza vandute in intreaga lume incepand cu 1989""], ""answer_start"": [335]}"
HX90MS5823,"GPU-ul cu 8 nuclee din cipul M1 este cel mai avansat procesor grafic pe care l-am construit vreodata. Si aduce cea mai rapida grafica integrata din lume intr-un computer personal pe Mac mini, cu o crestere gigantica de 6x a performantei grafice.
",Care este cel mai neperformant procesor grafic construit?,"{""text"": [""M1 este cel mai avansat procesor grafic pe care l-am construit vreodata""], ""answer_start"": [30]}"
LY59ZO3944,"Datorita tehnologiei cu canal dublu, doua canale functioneaza simultan pentru a dubla viteza de comunicare intre controlerul de memorie si RAM, crescand performanta sistemului.
",Cu cât a crescut performanța prin folosirea tehnologiei cu canal dublu?,"{""text"": [""doua canale functioneaza simultan pentru a dubla viteza de comunicare intre controlerul de memorie si RAM, crescand performanta sistemului.""], ""answer_start"": [38]}"
QH53AY5048,"Dezvoltatorii pot accesa acum cele mai noi API-uri grafice pentru a profita de tehnologia puternica a placilor grafice pentru cele mai inovatoare titluri ale lor. Placile grafice GeForce sunt compatibile cu functiile DirectX 12 (DX12) avansate, asigurand astfel efecte vizuale si tehnici de afisare noi, pentru o experienta de gaming mai realista.	",Cu ce funcții nu sunt compatibile plăcile grafice GoForce?,"{""text"": [""Placile grafice GeForce sunt compatibile cu functiile DirectX 12 (DX12) avansate""], ""answer_start"": [164]}"
YA37NP9834,"Echipat cu cel mai recent display al nostru cu micro-margini pe trei laterale, PC-ul HP 200 AiO elibereaza spatiu pe birou si este accesibil. Proiectat pentru configurare rapida – il despachetezi, il amplasezi, il conectezi si treci la treaba.
",Pe câte laterale s-au regăsit micro-regiuni în cadrul versiunilor anterioare?,"{""text"": [""cel mai recent display al nostru cu micro-margini pe trei laterale""], ""answer_start"": [12]}"
EL33QQ8423,"Calculator de gaming dedicat celor ce stiu sa ia jocurile in serios. Am construit acest sistem punand performantele si calitatea mai intai de toate. De aceea, atunci cand il ai alaturi, devine cel mai bun prieten al tau si un adevarat camarad in jocurile tale preferate.
",Cui nu este dedicat acest calculator?,"{""text"": [""dedicat celor ce stiu sa ia jocurile in serios""], ""answer_start"": [22]}"
AK29YJ9649,"Desktop compact acum cu 16 % mai mic. Echipat cu procesor Intel® din a 10-a generatie si o gama larga de optiuni de upgrade pentru birourile de acasa sau pentru un spatiu de lucru stramt.
",Care sunt opțiunile de upgrade pentru acasă?,"{""text"": [""gama larga de optiuni""], ""answer_start"": [92]}"
TB71AI2711,"Intel® NUC este un dispozitiv inteligent adaptat spatiilor restranse, care poate fi instalat oriunde iti doresti datorita dimensiunilor sale scazute. Fiind flexibil si customizabil, Intel® NUC se potriveste atat in mediul business, cat si consumer. Dispozitivul permite nu numai implementarea de continut tip digital signage, precum reclame, stiri, prognoza meteo, mesagerie corporativa, dar si crearea de sisteme home entertainment.	",Care sunt dimensiunile exacte ale NUC?,"{""text"": [""scazute""], ""answer_start"": [142]}"
CP76RM3231,"Aspectul inspirat de gameri al Legion T5 incepe cu cadrul robust si solid. Are un volum interior de 28L, alaturi de o selectie ampla de porturi si un maner instalat in partea din spate - caramizile ale unei adevarate statii de lupta. Logo-ul albastru cu LED care lumineaza carcasa Phantom Black completeaza designul uimitor, cu panou lateral transparent si iluminare aRGB interna pentru a va expune rig-ul.",Câte porturi USB are PC-ul?,"{""text"": [""o selectie ampla de porturi ""], ""answer_start"": [117]}"
BK53JS4352,"Cel mai bun loc este cel de acasa. Difuzoarele acoperite cu material pentru acustica si cu reglaj particularizat realizat de expertii de la B&O ofera o calitate incredibila a sunetului. Redai cu usurinta muzica de la smartphone prin HP Audio Stream.1 Incarci in modul wireless smartphone-ul compatibil folosind baza de incarcare a PC-ului.
",Care sunt smartphone-urile compatibile folosind baza de încărcare?,"{""text"": [""Incarci in modul wireless smartphone-ul compatibil folosind baza de incarcare a PC-ului.""], ""answer_start"": [252]}"
PI55HB2467,"Transmiteti fara probleme continut 4K si redati-va preferatul jocuri in 720p, fara a fi nevoie de un dedicat placa grafica. Cu o grafica excelenta Intel® UHD performanta.
",Este posibilă trasnmiterea conținutului 8 k fără a fi nveoie de un dedicat placă grafică?,"{""text"": [""Transmiteti fara probleme continut 4K si redati-va preferatul jocuri in 720p, fara a fi nevoie de un dedicat placa grafica""], ""answer_start"": [1]}"
PK93WN6723,"Grafica NVIDIA GeForce este alimentata de cea mai avansata arhitectura GPU creata vreodata si va cufunda intr-un realism si o performanta incredibile in cele mai noi jocuri pe PC. Viitorul gaming-ului incepe aici.
",Care este grafica alimentată de cea mai slab performantă arhitectură GPU?,"{""text"": [""Grafica NVIDIA GeForce este alimentata de cea mai avansata arhitectura GPU""], ""answer_start"": [1]}"
OD66MP5087,"Obtine zilnic un randament ridicat, cu un procesor Intel® Core™ de inalta performanta din a 10-a generatie si memoria puternica.",Ce capacitate are memoria dispozitivului?,"{""text"": [""memoria puternica""], ""answer_start"": [111]}"
LV31SU8089,"Putere pentru tot ceea ce faceti: pastrati ritmul sustinut cu ajutorul unui nou desktop XPS cu procesor Intel® Core™ din a 10-a generatie, care va gestioneaza usor proiectele creative, cum ar fi editarea fotografiilor si a videoclipurilor, astfel incat acestea sa fie gata de partajare intr-o clipa. ",Care sunt avantajele desktop-ului XPS în proiectele creative pe lângă editarea fotografiilor și a videoplipurilor?,"{""text"": [""gestioneaza usor proiectele creative, cum ar fi editarea fotografiilor si a videoclipurilor""], ""answer_start"": [148]}"
NJ72ET6834,"Lumea este plina de culori spectaculoase, iar iMac le aduce pe ecranul tau. Ecranul Retina foloseste gama cromatica P3 care schimba LED-urile albe standard cu LED-uri avansate rosu-verde pe baza de fosfor. Ceea ce inseamna ca raportul celor trei culori – rosu, verde si albastru – este aproape egal, astfel culorile din viata reala sunt reprezentate mai echilibrat si mai precis. Iar pozele si continutul tau prind viata.
",Care este raportul culoriolor rosu-verde-galben?,"{""text"": [""raportul celor trei culori \u2013 rosu, verde si albastru \u2013 este aproape egal""], ""answer_start"": [227]}"
NC61AU5145,"Sistemul all-in-one extraordinar de atragator Vivo AiO 24 dispune de o margine ultra-subtire, de doar 2mm, oferindu-ti imagini de calitate superioara afisate pe intregul ecran si un raport ecran-carcasa incredibil, de 88%. Fiind echipat cu un afisaj Full HD LED de 23.8 inci si solutie audio avansata ASUS SonicMaster cu un sistem de difuzoare bass-reflex, Vivo AiO 24 ofera un realism extraordinar datorita calitatii superioare a imaginilor, sunetului superb si experientei de divertisment extraordinare.",Cu cât este mai mare raportul ecran-carcasă față de precedenta versiune?,"{""text"": [""raport ecran-carcasa incredibil, de 88%""], ""answer_start"": [183]}"
GJ50QO9189,"Combinate, cipul M1 si macOS duc iMac-ul la un nou nivel de performanta. Se trezeste instantaneu. Aplicatiile se lanseaza intr-o clipita. Tot sistemul reactioneaza rapid si fara ezitari.",Care este timpul mediu de așteptare pentru deschiderea aplicațiilor?,"{""text"": [""Aplicatiile se lanseaza intr-o clipita""], ""answer_start"": [99]}"
GC39LA1556,"Pentru a fi piesa centrala perfecta pentru statia de lupta de acasa, desktopul IdeaCentre Gaming 5i are un sasiu spatios de 13,6 L, gazduit intr-o carcasa Chameleon Blue. Liniile curate si colturile ascutite sunt accentuate prin iluminarea albastra care accentueaza set-up-ul gaming de acasa, in timp ce un maner de transport integrat va permite sa va ridicati si sa mergeti la orice petrecere LAN sau competitie locala.
",Ce rol are iluimarea roșie a liniilor și colțurilor?,"{""text"": [""Liniile curate si colturile ascutite sunt accentuate prin iluminarea albastra""], ""answer_start"": [172]}"
MZ48JY7760,"Latime de banda mai mare: Aurora Ryzen Edition este primul dispozitiv Alienware dotat cu tehnologia PCI-Express 4.0, care ofera o latime de banda dubla pentru placile grafice pentru a imbunatati performanta generala in joc. In plus, orice componenta a magistralei PCI-Express are o latime de banda mai mare, astfel incat sa va bucurati de o performanta mai mare atunci cand creati, redati in flux sau inregistrati.",Cum este lungimea de bandă a fiecărei componente pentru a se asigura o performanță mai mare?,"{""text"": [""orice componenta a magistralei PCI-Express are o latime de banda mai mare""], ""answer_start"": [234]}"
YO96IJ1642,"Mentineti o temperatura redusa a sistemului: utilizand noul design al sistemului de racire de pe cadrul frontal, desktopul 3080 maximizeaza admisia de aer pentru a mentine o temperatura redusa a sistemului.",Cum se utilizează pentru a menține  temperatură constantă o a sistemului?,"{""text"": [""utilizand noul design al sistemului de racire de pe cadrul frontal""], ""answer_start"": [46]}"
XH52MA1771,"Indiferent daca lucrati la un proiect sau urmariti emisiunea preferata, puteti inclina suportul IdeaCentre AIO 3 in unghiul perfect. De asemenea, puteti regla usor display-ul pentru a evita orice reflexie nedorita a luminii.
",Care este unghiul maxim la care poate fi înclinat suportul?,"{""text"": [""puteti inclina suportul IdeaCentre AIO 3 in unghiul perfect""], ""answer_start"": [73]}"
QY67JV3388,"Pentru a beneficia de un sunet optimizat, solutia exclusiva ASUS AudioWizard ofera cinci moduri selectabile de functionare ce permit personalizarea mai usoara a setarilor audio. ",Care sunt cele 5 moduri selectabile care permit personalizarea audio?,"{""text"": [""ASUS AudioWizard ofera cinci moduri selectabile de functionare ce permit personalizarea mai usoara a setarilor audio""], ""answer_start"": [61]}"
AP12CZ7789,"Toate PC-urile ASUS folosesc condensatoare solide pe placile de baza. Acesti condensatori sunt capabili sa reziste la temperaturi extreme, asigurand o performanta fluida si stabila chiar si dupa ore de utilizare.	",Care sunt temperaturile la care condensatorii nu rezista?,"{""text"": [""la temperaturi extreme""], ""answer_start"": [116]}"
GC51TR5010,"Conectati toate perifericele de care aveti nevoie - aveti un port USB-C si doua porturi USB 3.2 in partea din fata. IdeaCentre 5i vine, de asemenea, cu patru porturi USB 2.0, un cititor de carduri 3-in-1 si un port HDMI, pentru toate conexiunile dvs. Panoul frontal are o usa glisanta pentru a proteja porturile de praf; pur si simplu glisati-l spre dreapta pentru a face acest lucru si pentru a accesa unitatea optica.	",Care este numărul porturilor USB-A ?,"{""text"": [""un port USB-C""], ""answer_start"": [59]}"
KR81LY5079,"Tehnologia exclusiva ASUS SonicMaster ii ofera modelului Vivo AiO 24 o calitate audio mai buna ca niciodata. SonicMaster combina elemente compomente hardware audio foarte puternice si software atent optimizat pentru a oferi o calitate sonora superioara oricarui alt sistem PC similar, cu bass puternic si bogat si voci deosebit de clare — chiar si la niveluri de volum ridicate.
",Care este claritatea vocilor la un volum scăzut?,"{""text"": [""voci deosebit de clare \u2014 chiar si la niveluri de volum ridicate.""], ""answer_start"": [315]}"
QE59GJ4862,"Extensibil la nesfarsit  atunci cand este vorba despre proiecte de munca sau de pasiuni, cu cat sistemul dvs. are mai multa memorie, cu atat mai bine. Va puteti bucura de spatiul generos de stocare oferit de cele doua compartimente pentru hard diskuri de 3,5"" sau unitati de stocare NB de 2,5"", la care se adauga o unitate optica interna. Trei sloturi PCle va permit sa adaugati placi de sunet, placi grafice si altele pe masura ce va particularizati computerul.
",Care este numărul unităților de stocare NB?,"{""text"": [""unitati de stocare NB de 2,5\""""], ""answer_start"": [265]}"
AG15BW3955,"Acum, poti captura si partaja cele mai bune experiente de joc prin fotografii cu rezolutie foarte mare, in format HD .	",În ce format se pot partaja video experiențele de joc?,"{""text"": [""fotografii cu rezolutie foarte mare, in format HD ""], ""answer_start"": [68]}"
